id,proba,label
0,0.9999959468841553,1
1,0.9999980926513672,1
2,0.999970555305481,1
3,0.013581683859229088,0
4,0.6381135582923889,1
5,0.1932123303413391,0
6,0.9999978542327881,1
7,0.007489476352930069,0
8,0.9999948740005493,1
9,0.999997615814209,1
10,1.2913639693579171e-05,0
11,0.9999865293502808,1
12,0.9999904632568359,1
13,0.9999963045120239,1
14,0.38191843032836914,0
15,0.9020083546638489,1
16,0.9999983310699463,1
17,1.5608036846970208e-05,0
18,0.9999798536300659,1
19,3.327398735564202e-05,0
20,0.8409350514411926,1
21,0.8930366635322571,1
22,2.63039801211562e-05,0
23,0.00013560609659180045,0
24,0.014727831818163395,0
25,6.376331293722615e-05,0
26,0.9999834299087524,1
27,0.9994983673095703,1
28,0.016286905854940414,0
29,0.9974409341812134,1
30,0.99998939037323,1
31,0.9999650716781616,1
32,0.018999433144927025,0
33,7.257710967678577e-05,0
34,0.999993085861206,1
35,0.9999979734420776,1
36,0.9999935626983643,1
37,1.042626263370039e-05,0
38,0.999966025352478,1
39,0.999995231628418,1
40,0.0004230533668305725,0
41,5.029769454267807e-05,0
42,0.9999912977218628,1
43,0.9999948740005493,1
44,0.9999597072601318,1
45,0.9999778270721436,1
46,0.9999978542327881,1
47,2.1724812540924177e-05,0
48,0.9096201658248901,1
49,0.9999974966049194,1
50,0.9999969005584717,1
51,0.00021015382662881166,0
52,0.39946794509887695,0
53,0.4131205379962921,0
54,0.9984439015388489,1
55,1.219625846715644e-05,0
56,0.9999969005584717,1
57,0.24274109303951263,0
58,0.9999752044677734,1
59,0.9999891519546509,1
60,0.9999980926513672,1
61,0.9999983310699463,1
62,0.9999969005584717,1
63,0.9999843835830688,1
64,0.999997615814209,1
65,0.9999563694000244,1
66,0.9999974966049194,1
67,0.9999909400939941,1
68,0.999997615814209,1
69,0.00013902944920118898,0
70,0.9999959468841553,1
71,0.9997522234916687,1
72,0.9999973773956299,1
73,1.794038871594239e-05,0
74,0.004497619811445475,0
75,3.180613202857785e-05,0
76,0.4394039809703827,0
77,0.9999957084655762,1
78,0.03545026481151581,0
79,0.9999973773956299,1
80,0.9999982118606567,1
81,0.9999496936798096,1
82,0.0001946725824382156,0
83,0.9986592531204224,1
84,0.9999979734420776,1
85,0.9999973773956299,1
86,0.9999063014984131,1
87,6.204126839293167e-05,0
88,0.06220385059714317,0
89,0.999991774559021,1
90,0.0009473469690419734,0
91,0.9999946355819702,1
92,1.3977773960505147e-05,0
93,0.9999614953994751,1
94,0.999975323677063,1
95,0.9999779462814331,1
96,0.9616304039955139,1
97,0.9999967813491821,1
98,0.9999978542327881,1
99,3.108062446699478e-05,0
100,0.9999977350234985,1
101,1.7656897398410365e-05,0
102,0.9999881982803345,1
103,0.9999979734420776,1
104,0.00032320531317964196,0
105,0.9999972581863403,1
106,0.9997747540473938,1
107,0.9999855756759644,1
108,0.9999957084655762,1
109,0.9999964237213135,1
110,0.9999953508377075,1
111,0.9999639987945557,1
112,0.9999972581863403,1
113,0.9999607801437378,1
114,0.9999858140945435,1
115,0.9999933242797852,1
116,8.560898095311131e-06,0
117,0.998562753200531,1
118,0.999446451663971,1
119,0.9952232241630554,1
120,0.9999973773956299,1
121,0.9999934434890747,1
122,0.9999969005584717,1
123,3.488601578283124e-05,0
124,7.224552246043459e-05,0
125,0.999994158744812,1
126,0.9997287392616272,1
127,0.999996542930603,1
128,0.9813910722732544,1
129,0.9518150687217712,1
130,0.9999972581863403,1
131,1.2108376722608227e-05,0
132,0.9999154806137085,1
133,0.999966025352478,1
134,0.9950206279754639,1
135,0.9999980926513672,1
136,0.9994010925292969,1
137,0.4270985424518585,0
138,0.9999939203262329,1
139,0.0001248507178388536,0
140,8.937138773035258e-06,0
141,0.999996542930603,1
142,0.03756752982735634,0
143,0.9999899864196777,1
144,0.9187318682670593,1
145,0.9999860525131226,1
146,0.9999957084655762,1
147,1.0159508747165091e-05,0
148,0.999987006187439,1
149,0.9999967813491821,1
150,0.9999970197677612,1
151,0.999997615814209,1
152,0.9999905824661255,1
153,0.9999982118606567,1
154,0.999997615814209,1
155,0.9999966621398926,1
156,4.808237645193003e-05,0
157,0.004365081433206797,0
158,0.9999957084655762,1
159,0.999997615814209,1
160,0.999974250793457,1
161,1.2414918273861986e-05,0
162,0.99997878074646,1
163,8.110403541650157e-06,0
164,0.0013684644363820553,0
165,1.2110605894122273e-05,0
166,0.9999967813491821,1
167,4.578761217999272e-05,0
168,0.9999977350234985,1
169,2.809692705341149e-05,0
170,0.9999877214431763,1
171,0.9999967813491821,1
172,0.9933199882507324,1
173,0.9999967813491821,1
174,0.9999974966049194,1
175,0.9999978542327881,1
176,0.9996224641799927,1
177,0.9999972581863403,1
178,0.10280875116586685,0
179,0.9999974966049194,1
180,0.9999951124191284,1
181,0.00870058685541153,0
182,1.7527614545542747e-05,0
183,0.9997636675834656,1
184,0.9983853101730347,1
185,0.9999972581863403,1
186,0.033459585160017014,0
187,0.004619583487510681,0
188,0.9999972581863403,1
189,0.9999866485595703,1
190,0.9999843835830688,1
191,1.663827606535051e-05,0
192,0.9999924898147583,1
193,0.9994930028915405,1
194,0.9999971389770508,1
195,0.9999979734420776,1
196,0.999996542930603,1
197,0.999997615814209,1
198,0.9999784231185913,1
199,0.9607815742492676,1
200,0.9999959468841553,1
201,0.9999122619628906,1
202,9.851548384176567e-06,0
203,0.05116749182343483,0
204,0.10709583014249802,0
205,0.9994275569915771,1
206,1.0392172953288537e-05,0
207,0.8993474841117859,1
208,0.9999959468841553,1
209,0.9999972581863403,1
210,0.9999706745147705,1
211,0.9996923208236694,1
212,0.9999932050704956,1
213,0.9920618534088135,1
214,0.999997615814209,1
215,0.9998264908790588,1
216,0.9999971389770508,1
217,1.183631866297219e-05,0
218,0.9999934434890747,1
219,0.9983235001564026,1
220,0.9999978542327881,1
221,0.012454462237656116,0
222,0.002124590100720525,0
223,0.9999979734420776,1
224,0.9999877214431763,1
225,2.9747116059297696e-05,0
226,7.613465641043149e-06,0
227,0.9999786615371704,1
228,1.0005779586208519e-05,0
229,0.00032754463609308004,0
230,0.999992847442627,1
231,0.004332378040999174,0
232,3.22541018249467e-05,0
233,0.9999955892562866,1
234,4.401835394673981e-05,0
235,4.025517773698084e-05,0
236,0.9998531341552734,1
237,0.16106867790222168,0
238,0.999997615814209,1
239,7.740993169136345e-05,0
240,0.9999943971633911,1
241,0.9992783665657043,1
242,0.00020821832004003227,0
243,0.6727539300918579,1
244,0.9999788999557495,1
245,6.493775435956195e-05,0
246,0.002182695548981428,0
247,0.9993351101875305,1
248,0.0007567703141830862,0
249,0.9999204874038696,1
250,6.403368024621159e-05,0
251,7.4750437306647655e-06,0
252,9.72556426859228e-06,0
253,0.9999977350234985,1
254,0.9999973773956299,1
255,0.9993736147880554,1
256,0.9999979734420776,1
257,0.9999980926513672,1
258,0.9998382329940796,1
259,0.9999973773956299,1
260,0.001565919374115765,0
261,0.9999872446060181,1
262,0.9999978542327881,1
263,0.9999765157699585,1
264,2.158364441129379e-05,0
265,0.9999767541885376,1
266,0.009348402731120586,0
267,0.11686506122350693,0
268,0.031838301569223404,0
269,0.9999922513961792,1
270,0.9999973773956299,1
271,0.9999982118606567,1
272,4.583553163683973e-05,0
273,0.0003681794332806021,0
274,0.9940370321273804,1
275,0.9999970197677612,1
276,0.0002956621174234897,0
277,0.360604852437973,0
278,0.9999942779541016,1
279,0.9999973773956299,1
280,5.407153730629943e-05,0
281,0.9999980926513672,1
282,0.0011621209559962153,0
283,0.9856107234954834,1
284,0.9999982118606567,1
285,0.0010982799576595426,0
286,0.9999942779541016,1
287,1.0420904800412245e-05,0
288,0.9981427192687988,1
289,0.14704450964927673,0
290,0.9999940395355225,1
291,0.00024863751605153084,0
292,0.9999977350234985,1
293,0.00028247758746147156,0
294,5.2330156904645264e-05,0
295,0.0007333607645705342,0
296,0.7023980021476746,1
297,0.2506704032421112,0
298,0.0002940325648523867,0
299,0.9999809265136719,1
300,0.0001588881277712062,0
301,0.8981034755706787,1
302,2.483545904397033e-05,0
303,0.011160231195390224,0
304,2.529634366510436e-05,0
305,0.9999901056289673,1
306,0.999985933303833,1
307,0.9999926090240479,1
308,0.9948257207870483,1
309,6.332707562251016e-05,0
310,0.01886066421866417,0
311,0.0003107106313109398,0
312,9.73859459918458e-06,0
313,0.9999964237213135,1
314,0.9999947547912598,1
315,0.9999967813491821,1
316,0.7522496581077576,1
317,0.999923586845398,1
318,0.00024653965374454856,0
319,0.9999171495437622,1
320,4.59859220427461e-05,0
321,0.9996235370635986,1
322,8.096169767668471e-05,0
323,1.022834658215288e-05,0
324,0.9999949932098389,1
325,0.00035340929753147066,0
326,0.9999967813491821,1
327,0.986789882183075,1
328,0.9999963045120239,1
329,0.7522891163825989,1
330,0.999997615814209,1
331,0.9999887943267822,1
332,0.9999967813491821,1
333,0.00010526301775826141,0
334,0.5474182963371277,1
335,0.9999961853027344,1
336,0.797946572303772,1
337,4.224463918944821e-05,0
338,2.0362504074000753e-05,0
339,1.4017418834555428e-05,0
340,2.044329266936984e-05,0
341,0.9969977140426636,1
342,7.156538777053356e-05,0
343,0.9999977350234985,1
344,0.9999979734420776,1
345,0.9999620914459229,1
346,0.2307153344154358,0
347,0.9999822378158569,1
348,1.9738663468160667e-05,0
349,0.9642803072929382,1
350,2.2139682187116705e-05,0
351,0.9321846961975098,1
352,0.999971866607666,1
353,0.9810102581977844,1
354,0.9998999834060669,1
355,0.9999970197677612,1
356,0.9999979734420776,1
