id,proba,label
5434,0.0001193848074763082,0
5423,0.00044426179374568164,0
5452,0.00011813382297987118,0
5433,0.002451537176966667,0
5442,0.0006761856493540108,0
5454,0.0022601063828915358,0
5485,0.0003576171293389052,0
5435,0.0014284667558968067,0
5436,0.00028353443485684693,0
5441,0.00015752771287225187,0
5504,0.0003364963340573013,0
5449,7.857992022763938e-05,0
5450,0.00014124694280326366,0
5464,0.0006721279351040721,0
5505,0.0008585127652622759,0
5507,0.001057018176652491,0
5515,0.0003118379972875118,0
5516,0.00014134045341052115,0
5551,0.0002587881463114172,0
5445,0.000542068446520716,0
5448,0.0007688042242079973,0
5555,0.00021994247799739242,0
5556,0.00023607096227351576,0
5570,0.000244279857724905,0
5512,6.282302638283e-05,0
5517,0.018668068572878838,0
5519,7.194247154984623e-05,0
5520,0.0003175278543494642,0
5521,0.0002128134510712698,0
5591,0.0001014725785353221,0
5451,0.0002743819495663047,0
5609,0.00014801732322666794,0
5617,0.00020125038281548768,0
5530,0.9272512197494507,1
5619,0.0001709140051389113,0
5534,0.0002616414858493954,0
5536,0.00026609169435687363,0
5539,0.0003666230768430978,0
5638,0.00031205479172058403,0
5540,0.00024210262927226722,0
5541,0.0011866309214383364,0
5545,0.0004556445637717843,0
5546,0.0005023151752538979,0
5548,0.00016220472753047943,0
5660,0.00024370641040150076,0
5550,6.744699203409255e-05,0
5553,0.00034785765456035733,0
5559,6.361803389154375e-05,0
5565,0.0003361538692843169,0
5669,0.0003891795640811324,0
5560,0.0001795652788132429,0
5567,0.00010207252489635721,0
5572,0.0005865644197911024,0
5706,0.00017552384815644473,0
5592,6.676470366073772e-05,0
5714,0.0012119198217988014,0
5733,0.0001851251145126298,0
5738,0.00042101461440324783,0
5580,0.0002621420717332512,0
5633,0.002918856916949153,0
5763,8.318474283441901e-05,0
31,0.00021706520055886358,0
5586,5.378970308811404e-05,0
5717,0.0002003012632485479,0
36,0.0002986714825965464,0
222,0.7754378914833069,1
57,0.0002709690306801349,0
68,0.00015878617705311626,0
5593,0.00010355911945225671,0
5594,0.00023705867351964116,0
5597,6.237555498955771e-05,0
250,0.00019391672685742378,0
287,0.00042751137516461313,0
5599,0.0026880046352744102,0
293,0.00021458820265252143,0
325,0.0002757945330813527,0
433,0.00032458495115861297,0
446,0.0004627198213711381,0
451,0.00030965020414441824,0
453,0.00019135627371724695,0
5603,0.00022906555386725813,0
464,0.00027306118863634765,0
5608,0.0002059950347756967,0
5611,0.0004441048949956894,0
474,0.00013676875096280128,0
476,0.00022807263303548098,0
489,0.00029812753200531006,0
572,0.00018254038877785206,0
5613,6.829783524153754e-05,0
580,0.0003557381278369576,0
5615,0.0003578852047212422,0
5616,0.0008505876176059246,0
592,0.00030144635820761323,0
5623,4.472297950997017e-05,0
633,0.00030502918525598943,0
634,0.0003531155816745013,0
5627,0.00013776992273051292,0
5630,0.0004843116330448538,0
5632,0.0006001387373544276,0
5635,0.0007997784414328635,0
5637,0.0008655718411318958,0
5640,0.0001593210909049958,0
5643,0.0006652827141806483,0
5644,0.0001833975111367181,0
706,0.00037751984200440347,0
711,0.00014375289902091026,0
765,0.00036698151961900294,0
767,0.0002677816082723439,0
5646,0.000736502930521965,0
768,0.00022402343165595084,0
769,0.00015952966350596398,0
773,0.000608615402597934,0
5647,0.001423966372385621,0
850,0.00030898634577170014,0
858,0.00018095888663083315,0
5650,0.0005442376132123172,0
887,0.00016116394544951618,0
5651,0.0004195518558844924,0
5653,0.00019538518972694874,0
5656,0.00032558603561483324,0
5658,0.00022296138922683895,0
975,0.00023896033235359937,0
982,0.00030045874882489443,0
997,0.00021754277986474335,0
1021,0.0002476454828865826,0
1033,0.0003864561440423131,0
1038,0.00019760550640057772,0
5659,0.0012254769681021571,0
5661,0.0003265201230533421,0
5662,0.0004207446181681007,0
5663,0.00023697393771726638,0
1067,0.0002418502263026312,0
1076,0.0012119087623432279,0
1117,0.00028508491232059896,0
5673,0.00011853859177790582,0
1176,0.00022414627892430872,0
1220,0.0002561436267569661,0
1229,0.0002594813995528966,0
1260,0.00022251754126045853,0
1263,0.00023473642067983747,0
1266,0.0002356324839638546,0
1275,6.930723611731082e-05,0
1305,0.00032704012119211257,0
1318,0.00012387499737087637,0
1447,0.00020827510161325336,0
1523,0.00038288021460175514,0
1573,0.0002163265598937869,0
1575,0.00017292701522819698,0
1583,0.00016053448780439794,0
1602,0.0006183146615512669,0
1619,0.00038218425470404327,0
1627,0.000525575305800885,0
1641,0.0002916268422268331,0
1659,0.0001588585728313774,0
1678,0.0003295206988696009,0
1713,0.00018471587100066245,0
1755,0.0003103755007032305,0
1775,0.00015904454630799592,0
1793,0.0003918063885066658,0
1810,0.00021098362049087882,0
1839,0.00019034635624848306,0
1873,0.00025049466057680547,0
1892,0.00020710143144242465,0
1893,0.0002555201936047524,0
1920,0.00014977282262407243,0
1928,0.0004265015304554254,0
1934,0.00024175709404516965,0
1935,0.0002694190479815006,0
1997,0.0002554113161750138,0
2005,9.461262379772961e-05,0
2031,0.0001978017098736018,0
2041,0.0001522783568361774,0
2058,0.0003886021440848708,0
2062,0.00025746336905285716,0
