id,proba,label
5434,2.2948768673813902e-05,0
5423,1.4280967661761679e-05,0
5452,2.9170911147957668e-05,0
5433,5.120381320011802e-05,0
5442,5.312548637448344e-06,0
5454,2.2817768694949336e-05,0
5485,2.167243837902788e-05,0
5435,2.209973354183603e-05,0
5436,4.566379629977746e-06,0
5441,8.736941708775703e-06,0
5504,4.628709120879648e-06,0
5449,1.2456342119548935e-05,0
5450,2.6294574126950465e-05,0
5464,4.050060397275956e-06,0
5505,4.0438942960463464e-05,0
5507,7.220719908218598e-06,0
5515,7.408849342027679e-06,0
5516,5.045003035775153e-06,0
5551,4.996032203052891e-06,0
5445,4.669521331379656e-06,0
5448,9.145187505055219e-05,0
5555,5.3291219046514016e-06,0
5556,2.933934183602105e-06,0
5570,1.7228037449967815e-06,0
5512,2.927019704657141e-05,0
5517,2.582377965154592e-05,0
5519,7.109105354174972e-06,0
5520,4.205327513773227e-06,0
5521,1.2380392945487984e-05,0
5591,8.678355698066298e-06,0
5451,4.540955706033856e-05,0
5609,3.3230821827601176e-06,0
5617,2.075267275358783e-06,0
5530,0.9950836896896362,1
5619,4.103111223230371e-06,0
5534,7.3662108661665116e-06,0
5536,2.848446456482634e-06,0
5539,1.0682430911401752e-05,0
5638,1.820811348807183e-06,0
5540,1.3907727407058701e-05,0
5541,1.5914218238322064e-05,0
5545,3.980222390964627e-05,0
5546,1.1180170076841023e-05,0
5548,3.83339574909769e-05,0
5660,1.844901271397248e-05,0
5550,1.3767582458967809e-05,0
5553,5.214885732129915e-06,0
5559,4.288920172257349e-05,0
5565,4.402515696710907e-05,0
5669,4.950207767251413e-06,0
5560,1.397753476339858e-05,0
5567,4.8174024414038286e-06,0
5572,2.666524324013153e-06,0
5706,2.782637466225424e-06,0
5592,2.5993100280174986e-05,0
5714,1.4538140021613799e-05,0
5733,3.2426596590084955e-06,0
5738,1.181396783067612e-05,0
5580,9.50991852732841e-06,0
5633,3.411660509300418e-05,0
5763,6.249638317967765e-06,0
31,3.182613909302745e-06,0
5586,5.888314626645297e-05,0
5717,2.4486811526003294e-05,0
36,8.301783964270726e-06,0
222,0.9999459981918335,1
57,5.8029421779792756e-05,0
68,5.394058462115936e-06,0
5593,2.732631219259929e-05,0
5594,9.940050404111389e-06,0
5597,7.627717423019931e-06,0
250,3.128059461232624e-06,0
287,2.2880983578943415e-06,0
5599,4.605803042068146e-06,0
293,4.205844561511185e-06,0
325,1.2194745977467392e-05,0
433,4.265717507223599e-06,0
446,7.676069799344987e-06,0
451,2.8854415177193005e-06,0
453,3.86839701604913e-06,0
5603,0.00043818322592414916,0
464,3.017869175891974e-06,0
5608,3.1971805583452806e-05,0
5611,1.3200710782257374e-05,0
474,3.237360715502291e-06,0
476,1.6057762195487157e-06,0
489,1.1285471373412292e-05,0
572,3.699476110341493e-06,0
5613,9.27827295527095e-06,0
580,4.20618562202435e-06,0
5615,5.868503649253398e-06,0
5616,1.3882814528187737e-05,0
592,4.4482003431767225e-06,0
5623,7.955643923196476e-06,0
633,3.974052106059389e-06,0
634,2.3897971459518885e-06,0
5627,9.866686923487578e-06,0
5630,3.467076749075204e-05,0
5632,1.650263038754929e-05,0
5635,5.715730367228389e-06,0
5637,3.8073612813604996e-05,0
5640,6.282594313233858e-06,0
5643,1.3729048987443093e-05,0
5644,5.328928637027275e-06,0
706,3.5349803511053324e-06,0
711,2.7619944376056083e-06,0
765,5.074881755717797e-06,0
767,3.803969093496562e-06,0
5646,0.7431429028511047,1
768,5.138367214385653e-06,0
769,2.3981531285244273e-06,0
773,2.369206413277425e-05,0
5647,8.79674989846535e-05,0
